provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m
PR_00227,157164796,Susan,Anderson,DO PhD,"Susan Anderson, DO PhD",Ophthalmology,5150 Fifth Ave,,Syracuse,NY,10002,8185198273,5150 Fifth Ave,,Syracuse,NY,10002,060NY478798,NY,2024-08-13,Yes,False,19,UCLA David Geffen School of Medicine,Cleveland Clinic,2025-07-29,263844258X,5150,Fifth,Ave,5150,Fifth,Ave
PR_00228,6691215350,Priya,White,DO,"Priya White, DO",Dermatology,8056 Columbus Ave,,Brooklyn,NY,11202,9178097623,8056 Columbus Ave,,Brooklyn,NY,11202,060NY189135,NY,2023-09-02,Yes,True,28,UCSF School of Medicine,NewYork-Presbyterian Hospital,2024-09-02,278103795X,8056,Columbus,Ave,8056,Columbus,Ave
PR_00229,7320101708,Sarah,Moore,DO PhD,"Sarah Moore, DO PhD",Nephrology,9883 Second Ave,Suite 886,Syracuse,NY,14201,6465916356,9883 Second Ave,Suite 886,Syracuse,NY,14201,060NY228125,NY,2024-05-28,Yes,False,40,University of Michigan Medical School,Johns Hopkins Hospital,2025-07-25,288728736X,9883,Second,Ave,9883,Second,Ave
PR_00230,6167567701,Carlos,Singh,DO PhD,"Carlos Singh, DO PhD",Internal Medicine,3309 Melrose Ave,,Santa ana,CA,93001,2123815965,3309 Melrose Ave,,Santa ana,CA,93001,A80848,CA,2023-02-06,Unknown,True,32,UCLA David Geffen School of Medicine,Mayo Clinic,2025-03-27,296062740X,3309,Melrose,Ave,3309,Melrose,Ave
PR_00231,647969542,Jennifer,Shah,MD,"Jennifer Shah, MD",Endocrinology,8038 Columbus Ave,,Albany,NY,14201,9292621461,8038 Columbus Ave,,Albany,NY,14201,060NY995852,NY,2023-11-17,Unknown,True,9,NYU Grossman School of Medicine,UCLA Medical Center,2024-11-08,203610435X,8038,Columbus,Ave,8038,Columbus,Ave
PR_00232,1141520850,Carlos,Perez,DO PhD,"Carlos Perez, DO PhD",Otolaryngology,5655 Third Ave,Suite 350,Yonkers,NY,11201,2126717921,5655 Third Ave,Suite 350,Yonkers,NY,11201,060NY779564,NY,2024-10-01,Unknown,False,18,Harvard Medical School,Mount Sinai Hospital,2024-11-05,202984525X,5655,Third,Ave,5655,Third,Ave
PR_00233,9456371836,Mary,Harris,DO PhD,"Mary Harris, DO PhD",Orthopedic Surgery,1602 First Ave,,Brooklyn,NY,10004,3474711778,1602 First Ave,,Brooklyn,NY,10004,060NY902059,NY,2024-11-26,No,False,15,University of Michigan Medical School,Johns Hopkins Hospital,2024-11-10,212714930X,1602,First,Ave,1602,First,Ave
PR_00234,6498782086,Sarah,Perez,MD PhD,"Sarah Perez, MD PhD",Gastroenterology,8701 First Ave,,Yonkers,NY,10004,6467909178,4946 York Ave,,Buffalo,NY,10004,060NY428574,NY,2024-02-14,Yes,False,18,Yale School of Medicine,UCSF Medical Center,2024-11-17,297524623X,8701,First,Ave,4946,York,Ave
PR_00235,6442493636,Rajesh,Brown,DO,"Rajesh Brown, DO",Neurology,2421 Park Ave,,Queens,NY,10005,7183534144,2421 Park Ave,,Queens,NY,10005,060NY970542,NY,2023-05-12,Yes,True,20,UCSF School of Medicine,Mount Sinai Hospital,2024-11-20,258536768X,2421,Park,Ave,2421,Park,Ave
PR_00236,6516231983,Linda,Williams,DO,"Linda Williams, DO",Pediatrics,2236 Broadway,,Buffalo,NY,10005,7187349605,692 Central Park West,Suite 185,Syracuse,NY,10005,060NY429153,NY,2024-09-02,No,False,6,University of Pennsylvania Perelman School of Medicine,Johns Hopkins Hospital,2025-03-26,244196006X,2236,Broadway,,692,Central Park,West
PR_00237,9078515862,Wei,Zhang,DO PhD,"Wei Zhang, DO PhD",Emergency Medicine,3866 Rodeo Dr,Suite 319,San jose,CA,90003,3108995036,3866 Rodeo Dr,Suite 319,San jose,CA,90003,A67602,CA,2025-04-16,No,True,24,UCSF School of Medicine,UCLA Medical Center,2025-03-29,202828532X,3866,Rodeo,Dr,3866,Rodeo,Dr
PR_00238,3760644133,Rajesh,Liu,MD,"Rajesh Liu, MD",Ophthalmology,896 Hollywood Blvd,,Fresno,CA,94001,3474153625,896 Hollywood Blvd,,Fresno,CA,94001,A57560,CA,2023-09-07,No,False,27,Harvard Medical School,NewYork-Presbyterian Hospital,2025-07-23,265993764X,896,Hollywood,Blvd,896,Hollywood,Blvd
PR_00239,27206345,Barbara,Clark,MD PhD,"Barbara Clark, MD PhD",Pulmonology,1645 Sunset Blvd,Suite 530,Fresno,CA,94001,9297892347,1645 Sunset Blvd,Suite 530,Fresno,CA,94001,A81791,CA,2024-10-31,Yes,True,16,Yale School of Medicine,Mayo Clinic,2024-11-02,292040260X,1645,Sunset,Blvd,1645,Sunset,Blvd
PR_00240,5266930089,Linda,Lee,DO PhD,"Linda Lee, DO PhD",Gastroenterology,2188 Lexington Ave,,Queens,NY,14202,6268264747,2188 Lexington Ave,,Queens,NY,14202,060NY308314,NY,2023-06-22,Yes,False,13,Columbia University Vagelos College of Physicians and Surgeons,Mayo Clinic,2025-08-08,253825994X,2188,Lexington,Ave,2188,Lexington,Ave
PR_00241,3334476265,Karen,Ramirez,MD PhD,"Karen Ramirez, MD PhD",Endocrinology,6029 Madison Ave,,Brooklyn,NY,10001,9178144531,6029 Madison Ave,,Brooklyn,NY,10001,060NY575747,NY,2025-10-09,No,True,27,Johns Hopkins School of Medicine,UCSF Medical Center,2025-06-20,203861862X,6029,Madison,Ave,6029,Madison,Ave
PR_00242,6941180056,Charles,Taylor,DO,"Charles Taylor, DO",Oncology,4069 Beverly Dr,Suite 236,Santa ana,CA,90002,9176826804,4069 Beverly Dr,Suite 236,Santa ana,CA,90002,A62108,CA,2024-03-10,Unknown,True,1,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-04-01,252975309X,4069,Beverly,Dr,4069,Beverly,Dr
PR_00243,5862415025,Priya,White,DO,"Priya White, DO",Pediatrics,9168 Main St,Suite 604,San francisco,CA,90005,3104876907,9168 Main St,Suite 604,San francisco,CA,90005,A71352,CA,2023-09-28,No,False,17,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-12-12,242011533X,9168,Main,St,9168,Main,St
PR_00244,2761707582,Linda,Hernandez,MD PhD,"Linda Hernandez, MD PhD",Emergency Medicine,8050 Sunset Blvd,Suite 155,Santa ana,CA,90001,3106689077,8050 Sunset Blvd,Suite 155,Santa ana,CA,90001,A14700,CA,2025-08-21,Yes,True,8,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-05-21,238133464X,8050,Sunset,Blvd,8050,Sunset,Blvd
PR_00245,6591520174,William,Hernandez,MD PhD,"William Hernandez, MD PhD",Cardiology,9596 Park Ave,,New york,NY,14201,8188758861,1259 Park Ave,,Syracuse,NY,14201,060NY127223,NY,2024-08-05,No,False,39,Harvard Medical School,UCLA Medical Center,2025-08-11,288070016X,9596,Park,Ave,1259,Park,Ave
PR_00246,9616423619,Karen,Lewis,MD PhD,"Karen Lewis, MD PhD",Ophthalmology,9326 Sunset Blvd,,San jose,CA,90001,2124133669,9326 Sunset Blvd,,San jose,CA,90001,A17279,CA,2023-05-25,No,False,19,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-04-03,265880113X,9326,Sunset,Blvd,9326,Sunset,Blvd
PR_00247,7499616593,Ana,Ramirez,MD PhD,"Ana Ramirez, MD PhD",Oncology,9888 Sunset Blvd,,Sacramento,CA,90002,6466447979,9888 Sunset Blvd,,Sacramento,CA,90002,A74175,CA,2025-07-01,Yes,True,33,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-09-21,230095669X,9888,Sunset,Blvd,9888,Sunset,Blvd
PR_00248,2438649089,Rajesh,Martinez,DO PhD,"Rajesh Martinez, DO PhD",Dermatology,8597 Fifth Ave,,Buffalo,NY,11203,7182469411,8597 Fifth Ave,,Buffalo,NY,11203,060NY600811,NY,2024-09-07,Yes,False,27,Stanford University School of Medicine,Mount Sinai Hospital,2024-09-29,296678371X,8597,Fifth,Ave,8597,Fifth,Ave
PR_00249,164597799,Sarah,Taylor,MD PhD,"Sarah Taylor, MD PhD",Oncology,1340 York Ave,,New york,NY,10002,3475494066,1340 York Ave,,New york,NY,10002,060NY924366,NY,2024-01-09,Yes,True,6,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-09-23,214271459X,1340,York,Ave,1340,York,Ave
PR_00250,9956412202,Linda,Sharma,MD,"Linda Sharma, MD",Anesthesiology,1912 Broadway,,Queens,NY,11203,9173141260,1912 Broadway,,Queens,NY,11203,060NY789666,NY,2025-09-23,Unknown,True,2,University of Pennsylvania Perelman School of Medicine,Mount Sinai Hospital,2024-10-05,219482265X,1912,Broadway,,1912,Broadway,
PR_00251,793349607,Rajesh,Thomas,DO PhD,"Rajesh Thomas, DO PhD",Nephrology,8825 Hollywood Blvd,,San diego,CA,90005,9292082682,6913 Main St,,San diego,CA,90005,A68361,CA,2025-09-20,Unknown,False,27,UCSF School of Medicine,NewYork-Presbyterian Hospital,2025-08-15,265430674X,8825,Hollywood,Blvd,6913,Main,St
PR_00252,1795760246,Jennifer,Shah,DO PhD,"Jennifer Shah, DO PhD",Nephrology,995 York Ave,,New york,NY,11202,8183968688,995 York Ave,,New york,NY,11202,060NY380859,NY,2025-05-04,No,False,15,Yale School of Medicine,Cleveland Clinic,2024-11-06,291935665X,995,York,Ave,995,York,Ave
PR_00253,2934172233,Mary,Liu,DO PhD,"Mary Liu, DO PhD",Nephrology,4807 Central Park West,,Yonkers,NY,11202,6468209063,4807 Central Park West,,Yonkers,NY,11202,060NY870267,NY,2025-01-07,Yes,False,32,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2025-05-18,274736526X,4807,Central Park,West,4807,Central Park,West
PR_00254,8374550844,Michael,Johnson,MD PhD,"Michael Johnson, MD PhD",Cardiology,5850 Sunset Blvd,Suite 165,San francisco,CA,94001,6469069444,5850 Sunset Blvd,Suite 165,San francisco,CA,94001,A24938,CA,2024-04-09,Unknown,True,4,UCSF School of Medicine,Mount Sinai Hospital,2025-07-08,214212564X,5850,Sunset,Blvd,5850,Sunset,Blvd
PR_00255,7871255214,Ana,Yang,MD,"Ana Yang, MD",Anesthesiology,688 Ventura Blvd,,San diego,CA,90003,9176497811,688 Ventura Blvd,,San diego,CA,90003,A57400,CA,2023-11-18,Yes,True,31,NYU Grossman School of Medicine,NewYork-Presbyterian Hospital,2024-12-18,222986369X,688,Ventura,Blvd,688,Ventura,Blvd
PR_00256,6678507201,David,Moore,MD PhD,"David Moore, MD PhD",Family Medicine,6800 Beverly Dr,,San jose,CA,90003,8187292140,6800 Beverly Dr,,San jose,CA,90003,A39908,CA,2023-10-10,Yes,False,21,UCLA David Geffen School of Medicine,Mayo Clinic,2025-01-23,208250139X,6800,Beverly,Dr,6800,Beverly,Dr
PR_00257,5048926737,Jennifer,Williams,DO,"Jennifer Williams, DO",Radiology,948 Ventura Blvd,,Fresno,CA,92001,3238398244,948 Ventura Blvd,,Fresno,CA,92001,A82562,CA,2024-09-15,Unknown,False,26,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-07-21,204962052X,948,Ventura,Blvd,948,Ventura,Blvd
PR_00258,894346811,Jessica,Perez,DO PhD,"Jessica Perez, DO PhD",Family Medicine,2065 Ventura Blvd,Suite 665,Fresno,CA,90004,8182617110,2065 Ventura Blvd,Suite 665,Fresno,CA,90004,A54657,CA,2023-11-24,No,False,8,Harvard Medical School,Johns Hopkins Hospital,2025-01-16,239991663X,2065,Ventura,Blvd,2065,Ventura,Blvd
PR_00259,8315893576,Sarah,Smith,DO PhD,"Sarah Smith, DO PhD",Oncology,3869 Central Park West,Suite 406,Albany,NY,14202,7183507974,3869 Central Park West,Suite 406,Albany,NY,14202,060NY922911,NY,2023-10-14,No,True,6,Harvard Medical School,UCSF Medical Center,2025-06-28,263921605X,3869,Central Park,West,3869,Central Park,West
PR_00260,7762282775,Christopher,Lewis,MD,"Christopher Lewis, MD",Gastroenterology,8623 Second Ave,,Albany,NY,14201,6469219408,8623 Second Ave,,Albany,NY,14201,060NY712686,NY,2025-10-18,Unknown,True,14,UCSF School of Medicine,Mount Sinai Hospital,2025-08-17,221050667X,8623,Second,Ave,8623,Second,Ave
PR_00261,229604434,Jessica,White,MD,"Jessica White, MD",Nephrology,6695 Wilshire Blvd,,San diego,CA,91001,6469579008,2512 Wilshire Blvd,,Sacramento,CA,91001,A49748,CA,2024-08-25,Yes,True,36,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-08-11,256045988X,6695,Wilshire,Blvd,2512,Wilshire,Blvd
PR_00262,2519966367,Barbara,Wang,MD PhD,"Barbara Wang, MD PhD",Pulmonology,5535 Second Ave,Suite 241,Syracuse,NY,14202,9297531750,5535 Second Ave,Suite 241,Syracuse,NY,14202,060NY583326,NY,2025-07-10,Unknown,False,18,Stanford University School of Medicine,Mayo Clinic,2024-09-05,203329148X,5535,Second,Ave,5535,Second,Ave
PR_00263,8204339716,Sarah,Martin,MD,"Sarah Martin, MD",Cardiology,1396 Hollywood Blvd,,Los angeles,CA,95001,3238216249,1396 Hollywood Blvd,,Los angeles,CA,95001,A75881,CA,2023-02-08,No,True,32,Harvard Medical School,UCLA Medical Center,2025-01-22,224227374X,1396,Hollywood,Blvd,1396,Hollywood,Blvd
PR_00264,46152651,Linda,Johnson,MD PhD,"Linda Johnson, MD PhD",Orthopedic Surgery,1492 Fifth Ave,Suite 247,Brooklyn,NY,14201,3475842981,1469 Madison Ave,,Buffalo,NY,14201,060NY161775,NY,2024-10-28,Yes,True,16,University of Michigan Medical School,Cleveland Clinic,2024-12-24,268265991X,1492,Fifth,Ave,1469,Madison,Ave
PR_00265,8249671833,Carlos,Kumar,DO PhD,"Carlos Kumar, DO PhD",Psychiatry,4413 Main St,,Sacramento,CA,93001,6465829854,474 Rodeo Dr,Suite 700,San jose,CA,93001,A98486,CA,2023-07-27,Yes,True,35,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2025-08-12,200134359X,4413,Main,St,474,Rodeo,Dr
PR_00266,9840289146,Wei,Robinson,MD PhD,"Wei Robinson, MD PhD",Neurology,2743 Main St,Suite 356,Los angeles,CA,93001,7186043014,2743 Main St,Suite 356,Los angeles,CA,93001,A59827,CA,2024-12-20,Yes,False,28,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2024-09-18,245987725X,2743,Main,St,2743,Main,St
PR_00267,9700268762,Rajesh,Taylor,DO PhD,"Rajesh Taylor, DO PhD",Family Medicine,5270 Third Avenue,,Bronx,NY,11203,3232832270,5270 Third Ave,,Bronx,NY,11203,060NY825452,NY,2023-10-01,Unknown,True,29,Stanford University School of Medicine,UCLA Medical Center,2025-02-22,280706579X,5270,Third,Ave,5270,Third,Ave
PR_00268,5319433756,Patricia,Harris,DO,"Patricia Harris, DO",Emergency Medicine,139 Wilshire Blvd,,Santa ana,CA,91001,2124879074,139 Wilshire Blvd,,Santa ana,CA,91001,A39035,CA,2023-02-10,Unknown,True,1,University of Pennsylvania Perelman School of Medicine,UCSF Medical Center,2025-07-08,237224958X,139,Wilshire,Blvd,139,Wilshire,Blvd
PR_00269,3843089488,Sarah,Kumar,DO PhD,"Sarah Kumar, DO PhD",Otolaryngology,3175 Columbus Ave,,Queens,NY,10002,3102027997,3175 Columbus Ave,,Queens,NY,10002,060NY233620,NY,2024-06-15,Unknown,True,21,UCLA David Geffen School of Medicine,UCSF Medical Center,2025-04-15,216336672X,3175,Columbus,Ave,3175,Columbus,Ave
PR_00270,3519036139,Priya,Singh,DO PhD,"Priya Singh, DO PhD",Oncology,8475 Broadway,Suite 530,Bronx,NY,10001,9173686394,8475 Broadway,Suite 530,Bronx,NY,10001,060NY431603,NY,2023-01-11,No,True,7,Harvard Medical School,Mount Sinai Hospital,2025-01-24,203224383X,8475,Broadway,,8475,Broadway,
PR_00271,9717911008,Sarah,Perez,MD PhD,"Sarah Perez, MD PhD",Radiology,7760 Park Ave,,Rochester,NY,10001,2135202065,7760 Park Ave,,Rochester,NY,10001,060NY348243,NY,2023-05-30,Yes,True,29,Harvard Medical School,NewYork-Presbyterian Hospital,2024-10-25,284045156X,7760,Park,Ave,7760,Park,Ave
PR_00272,9076769912,Linda,Jones,MD,"Linda Jones, MD",Urology,9163 Main St,,Fresno,CA,92001,9298661425,9163 Main St,,Fresno,CA,92001,A63884,CA,2024-04-22,No,False,38,University of Pennsylvania Perelman School of Medicine,Johns Hopkins Hospital,2025-07-12,201649345X,9163,Main,St,9163,Main,St
PR_00273,2002496853,Karen,Jones,DO,"Karen Jones, DO",Psychiatry,2065 Ventura Blvd,,Fresno,CA,91001,3477979866,2065 Ventura Blvd,,Fresno,CA,91001,A68277,CA,2024-01-16,Yes,True,31,Columbia University Vagelos College of Physicians and Surgeons,UCLA Medical Center,2025-04-06,249503523X,2065,Ventura,Blvd,2065,Ventura,Blvd
PR_00274,5377959954,John,Singh,DO,"John Singh, DO",Pediatrics,8309 York Ave,,New york,NY,11202,4245067859,8309 York Ave,,New york,NY,11202,060NY771670,NY,2024-02-17,No,True,7,UCSF School of Medicine,Massachusetts General Hospital,2024-12-23,229448158X,8309,York,Ave,8309,York,Ave
PR_00275,6205015084,Fatima,Smith,DO,"Fatima Smith, DO",Neurology,7644 Pico Blvd,,San jose,CA,90004,7183455760,7644 Pico Blvd,,San jose,CA,90004,A53452,CA,2025-02-08,No,True,38,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-08-18,226725819X,7644,Pico,Blvd,7644,Pico,Blvd
PR_00276,4102615347,Christopher,Jackson,DO,"Christopher Jackson, DO",Orthopedic Surgery,4293 Central Park West,,Queens,NY,11201,3104457056,4293 Central Park West,,Queens,NY,11201,060NY305507,NY,2023-02-14,No,True,34,University of Michigan Medical School,UCSF Medical Center,2024-09-03,208774822X,4293,Central Park,West,4293,Central Park,West
PR_00277,9938425303,James,Martinez,DO,"James Martinez, DO",Internal Medicine,3141 Ventura Blvd,,Oakland,CA,91001,6264863071,3141 Ventura Blvd,,Oakland,CA,91001,A93380,CA,2024-05-15,Unknown,False,14,Stanford University School of Medicine,Mount Sinai Hospital,2024-09-28,282528662X,3141,Ventura,Blvd,3141,Ventura,Blvd
PR_00278,7749690331,David,Hernandez,DO PhD,"David Hernandez, DO PhD",Nephrology,8343 Beverly Dr,,Santa ana,CA,94001,9176624840,8343 Beverly Dr,,Santa ana,CA,94001,A59005,CA,2025-12-12,No,True,20,UCLA David Geffen School of Medicine,UCSF Medical Center,2024-11-14,221100279X,8343,Beverly,Dr,8343,Beverly,Dr
PR_00279,9567766575,Fatima,White,MD PhD,"Fatima White, MD PhD",Endocrinology,2201 Fifth Ave,,Buffalo,NY,11203,9294797264,2201 Fifth Ave,,Buffalo,NY,11203,060NY143141,NY,2025-08-10,Yes,True,29,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2024-10-07,210185574X,2201,Fifth,Ave,2201,Fifth,Ave
PR_00280,4439284049,Patricia,Garcia,MD PhD,"Patricia Garcia, MD PhD",Emergency Medicine,8402 Ventura Blvd,,San diego,CA,90005,3475547616,1169 Beverly Dr,Suite 301,Los angeles,CA,90005,A98487,CA,2024-11-05,No,True,31,Yale School of Medicine,Mayo Clinic,2025-02-11,230545068X,8402,Ventura,Blvd,1169,Beverly,Dr
PR_00281,2924075535,Joseph,Wilson,DO PhD,"Joseph Wilson, DO PhD",Pathology,9618 York Ave,,Syracuse,NY,11203,2136357608,3078 Second Ave,,Yonkers,NY,11203,060NY994376,NY,2023-03-03,Unknown,False,21,University of Michigan Medical School,Massachusetts General Hospital,2024-11-16,204323017X,9618,York,Ave,3078,Second,Ave
PR_00282,2182097026,Fatima,Rodriguez,DO,"Fatima Rodriguez, DO",Pediatrics,5411 Pico Blvd,Suite 500,Oakland,CA,92001,9172717322,6332 Hollywood Blvd,,Santa ana,CA,92001,A69183,CA,2024-09-15,No,True,15,Columbia University Vagelos College of Physicians and Surgeons,Johns Hopkins Hospital,2025-01-13,207711235X,5411,Pico,Blvd,6332,Hollywood,Blvd
PR_00283,2346729942,Patricia,Singh,MD,"Patricia Singh, MD",Neurology,6732 Second Ave,Suite 528,Queens,NY,10002,4244079232,6732 Second Ave,Suite 528,Queens,NY,10002,060NY172103,NY,2025-03-07,Unknown,False,18,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-06-21,259825080X,6732,Second,Ave,6732,Second,Ave
PR_00284,4692632961,David,Sanchez,DO,"David Sanchez, DO",Pathology,9327 First Ave,,Syracuse,NY,11203,3105934005,9327 First Ave,,Syracuse,NY,11203,060NY401897,NY,2025-07-23,Unknown,True,26,Harvard Medical School,Cleveland Clinic,2025-06-14,236745629X,9327,First,Ave,9327,First,Ave
PR_00285,8567243800,Mohammed,Sharma,MD PhD,"Mohammed Sharma, MD PhD",Cardiology,1094 Hollywood Blvd,,Santa ana,CA,92001,3102272199,1094 Hollywood Blvd,,Santa ana,CA,92001,A58330,CA,2023-06-06,Unknown,False,25,NYU Grossman School of Medicine,UCSF Medical Center,2025-05-26,253240727X,1094,Hollywood,Blvd,1094,Hollywood,Blvd
PR_00286,912418627,Michael,Smith,MD PhD,"Michael Smith, MD PhD",Oncology,2237 Third Ave,,Syracuse,NY,11203,7188871183,3970 Central Park West,,Syracuse,NY,11203,060NY392701,NY,2023-11-27,Unknown,False,10,UCSF School of Medicine,UCLA Medical Center,2025-06-03,229081281X,2237,Third,Ave,3970,Central Park,West
PR_00287,6335331068,Ahmed,Williams,DO,"Ahmed Williams, DO",Internal Medicine,783 Columbus Ave,,Albany,NY,10002,2122146523,783 Columbus Ave,,Albany,NY,10002,060NY154961,NY,2023-01-10,Yes,True,15,Stanford University School of Medicine,Mayo Clinic,2025-06-09,205907259X,783,Columbus,Ave,783,Columbus,Ave
PR_00288,3155206500,Linda,Kumar,MD,"Linda Kumar, MD",Psychiatry,5287 Ventura Blvd,Suite 654,San jose,CA,95001,2134178516,5287 Ventura Blvd,Suite 654,San jose,CA,95001,A66083,CA,2023-09-05,Yes,True,18,University of Michigan Medical School,UCLA Medical Center,2025-08-11,209037049X,5287,Ventura,Blvd,5287,Ventura,Blvd
PR_00289,1956252579,Mohammed,Wilson,DO PhD,"Mohammed Wilson, DO PhD",Emergency Medicine,9812 First Ave,,Brooklyn,NY,14201,7185431289,9812 First Ave,,Brooklyn,NY,14201,060NY696854,NY,2023-12-18,Unknown,False,25,Yale School of Medicine,Cleveland Clinic,2024-12-19,278848693X,9812,First,Ave,9812,First,Ave
PR_00290,7432630391,Ahmed,Smith,DO,"Ahmed Smith, DO",Pathology,2033 Lexington Ave,,Bronx,NY,11202,3109566385,2033 Lexington Ave,,Bronx,NY,11202,060NY162833,NY,2023-10-09,Yes,False,21,Harvard Medical School,UCSF Medical Center,2024-10-06,238715788X,2033,Lexington,Ave,2033,Lexington,Ave
PR_00291,9685270173,Carlos,Johnson,DO,"Carlos Johnson, DO",Psychiatry,5428 Beverly Dr,,San jose,CA,90004,7183971853,5428 Beverly Dr,,San jose,CA,90004,A97163,CA,2024-05-23,Unknown,True,14,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-06-06,279541539X,5428,Beverly,Dr,5428,Beverly,Dr
PR_00292,4973471567,Jessica,Wilson,DO,"Jessica Wilson, DO",Anesthesiology,6984 Central Park West,Suite 302,Syracuse,NY,10005,2133718712,6984 Central Park West,Suite 302,Syracuse,NY,10005,060NY285006,NY,2024-05-24,No,False,33,University of Michigan Medical School,UCSF Medical Center,2025-06-15,264693042X,6984,Central Park,West,6984,Central Park,West
PR_00293,4689715271,John,Harris,DO PhD,"John Harris, DO PhD",Pulmonology,4919 Pico Blvd,,San francisco,CA,94001,9173584106,4919 Pico Blvd,,San francisco,CA,94001,A70771,CA,2024-09-18,Yes,True,33,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-02-07,255810437X,4919,Pico,Blvd,4919,Pico,Blvd
PR_00294,7506633709,Jennifer,White,DO PhD,"Jennifer White, DO PhD",Endocrinology,9639 Fifth Ave,,Yonkers,NY,10001,9298461462,9267 Madison Ave,,Bronx,NY,10001,060NY908735,NY,2024-12-14,Unknown,True,17,University of Michigan Medical School,Mount Sinai Hospital,2024-09-19,219779316X,9639,Fifth,Ave,9267,Madison,Ave
PR_00295,6264488695,Thomas,Thomas,DO,"Thomas Thomas, DO",Neurology,1513 Columbus Ave,,Yonkers,NY,11202,3479517743,1513 Columbus Ave,,Yonkers,NY,11202,060NY184251,NY,2025-11-27,Unknown,True,7,University of Michigan Medical School,UCLA Medical Center,2025-06-21,236107432X,1513,Columbus,Ave,1513,Columbus,Ave
PR_00296,6225223721,Maria,Wilson,DO PhD,"Maria Wilson, DO PhD",Anesthesiology,106 Sunset Blvd,Suite 892,Santa ana,CA,90001,3233128383,106 Sunset Blvd,Suite 892,Santa ana,CA,90001,A78807,CA,2025-05-03,Unknown,True,12,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-06-01,225754346X,106,Sunset,Blvd,106,Sunset,Blvd
PR_00297,3771004090,Thomas,Clark,DO PhD,"Thomas Clark, DO PhD",Otolaryngology,1790 Sunset Blvd,Suite 227,San diego,CA,90005,2122994458,1790 Sunset Blvd,Suite 227,San diego,CA,90005,A54846,CA,2023-03-02,Unknown,True,25,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-12-28,263516094X,1790,Sunset,Blvd,1790,Sunset,Blvd
PR_00298,1076209188,Carlos,Perez,DO PhD,"Carlos Perez, DO PhD",Radiology,5621 Third Ave,,Bronx,NY,11201,3479165072,5621 Third Ave,,Bronx,NY,11201,060NY160022,NY,2024-12-30,No,False,40,UCSF School of Medicine,UCSF Medical Center,2024-09-29,225224200X,5621,Third,Ave,5621,Third,Ave
PR_00299,6716493287,John,Lee,MD,"John Lee, MD",Pathology,750 Beverly Dr,,Santa ana,CA,90004,4249339267,750 Beverly Dr,,Santa ana,CA,90004,A90293,CA,2023-06-16,Yes,True,32,Stanford University School of Medicine,NewYork-Presbyterian Hospital,2024-09-23,273651529X,750,Beverly,Dr,750,Beverly,Dr
PR_00300,256434718,Li,Robinson,DO,"Li Robinson, DO",Gastroenterology,1896 Santa Monica Blvd,Suite 871,San jose,CA,90004,6263399757,1896 Santa Monica Blvd,Suite 871,San jose,CA,90004,A21722,CA,2023-08-05,Unknown,False,6,NYU Grossman School of Medicine,Cleveland Clinic,2024-11-12,280621827X,1896,Santa Monica,Blvd,1896,Santa Monica,Blvd
PR_00301,9319525699,David,Perez,DO PhD,"David Perez, DO PhD",Cardiology,6253 Ventura Blvd,Suite 218,Oakland,CA,90004,8182016092,6253 Ventura Blvd,Suite 218,Oakland,CA,90004,A24599,CA,2023-07-02,Yes,True,25,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-02-28,291174393X,6253,Ventura,Blvd,6253,Ventura,Blvd
PR_00302,9420954819,Fatima,Rodriguez,DO,"Fatima Rodriguez, DO",Dermatology,151 York Ave,Suite 403,Syracuse,NY,11201,3479238836,151 York Ave,Suite 403,Syracuse,NY,11201,060NY624112,NY,2025-07-22,Unknown,True,32,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-08-03,244713904X,151,York,Ave,151,York,Ave
