provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m,valid_npi,license_number_gt,provider_name_gt,first_name_gt,last_name_gt,middle_name_gt,suffix_gt,license_type_gt,specialty_gt,secondary_specialty_gt,status_gt,issue_date_gt,expiration_date_gt,renewal_date_gt,address_line1_gt,address_city_gt,address_state_gt,address_zip_gt,county_gt,phone_gt,email_gt,medical_school_gt,medical_school_graduation_year_gt,residency_program_gt,board_certification_gt,languages_gt,public_record_gt,disciplinary_history_gt,malpractice_insurance_gt,hospital_affiliations_gt,last_updated_gt,house_no_gt,area_gt,area_type_gt
PR_00258,894346811,Jessica,Perez,DO PhD,"Jessica Perez, DO PhD",Family Medicine,2065 Ventura Blvd,Suite 665,Fresno,CA,90004,8182617110,2065 Ventura Blvd,Suite 665,Fresno,CA,90004,A54657,CA,2023-11-24,No,False,8,Harvard Medical School,Johns Hopkins Hospital,2025-01-16,239991663X,2065,Ventura,Blvd,2065,Ventura,Blvd,1,A54657,"Jessica Perez, DO PhD",Jessica,Perez,A,DO PhD,Physician and Surgeon,Family Medicine,,Expired,2022-08-13,2023-11-24,2023-09-18,2065 Ventura Blvd,Fresno,CA,90004,Orange,8182617110,,Harvard Medical School,2010,Johns Hopkins Hospital,,"English, Mandarin",True,,Yes,UCLA Medical Center,2025-05-30,2065,Ventura,Blvd
PR_00261,229604434,Jessica,White,MD,"Jessica White, MD",Nephrology,6695 Wilshire Blvd,,San diego,CA,91001,6469579008,2512 Wilshire Blvd,,Sacramento,CA,91001,A49748,CA,2024-08-25,Yes,True,36,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-08-11,256045988X,6695,Wilshire,Blvd,2512,Wilshire,Blvd,1,A49748,"Jessica White, MD",Jessica,White,,MD,Physician and Surgeon,Nephrology,,Expired,2023-06-03,2024-08-25,2023-12-12,6695 Wilshire Blvd,San diego,CA,91001,San diego,6469579008,jessica.white@email.com,NYU Grossman School of Medicine,1985,Johns Hopkins Hospital,Nephrology,"English, Spanish, Portuguese",False,,Yes,,2025-08-19,6695,Wilshire,Blvd
PR_00263,8204339716,Sarah,Martin,MD,"Sarah Martin, MD",Cardiology,1396 Hollywood Blvd,,Los angeles,CA,95001,3238216249,1396 Hollywood Blvd,,Los angeles,CA,95001,A75881,CA,2023-02-08,No,True,32,Harvard Medical School,UCLA Medical Center,2025-01-22,224227374X,1396,Hollywood,Blvd,1396,Hollywood,Blvd,1,A75881,"Sarah Martin, MD",Sarah,Martin,C,MD,Physician and Surgeon,Cardiology,,Expired,2018-10-09,2023-02-08,2022-08-10,1396 Hollywood Blvd,Los angeles,CA,95001,Alameda,3238216249,,Harvard Medical School,1989,UCLA Medical Center,Cardiology,"English, Spanish",True,,Unknown,Cedars-Sinai Medical Center,2025-03-20,1396,Hollywood,Blvd
PR_00265,8249671833,Carlos,Kumar,DO PhD,"Carlos Kumar, DO PhD",Psychiatry,4413 Main St,,Sacramento,CA,93001,6465829854,474 Rodeo Dr,Suite 700,San jose,CA,93001,A98486,CA,2023-07-27,Yes,True,35,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2025-08-12,200134359X,4413,Main,St,474,Rodeo,Dr,1,A98486,"Kumar, Carlos DO PhD",Carlos,Kumar,,DO PhD,Physician and Surgeon,Psychiatry,,Expired,2020-03-28,2023-07-27,2023-06-20,4413 Main St,Sacramento,CA,93001,Sacramento,6465829854,carlos.kumar@email.com,UCLA David Geffen School of Medicine,1982,Mount Sinai Hospital,Psychiatry,English,True,,Unknown,UCLA Medical Center,2025-08-03,4413,Main,St
PR_00266,9840289146,Wei,Robinson,MD PhD,"Wei Robinson, MD PhD",Neurology,2743 Main St,Suite 356,Los angeles,CA,93001,7186043014,2743 Main St,Suite 356,Los angeles,CA,93001,A59827,CA,2024-12-20,Yes,False,28,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2024-09-18,245987725X,2743,Main,St,2743,Main,St,1,A59827,"Wei Robinson, MD PhD",Wei,Robinson,D,MD PhD,Physician and Surgeon,Neurology,,Expired,2023-10-23,2024-12-20,2024-11-16,2743 Main St,Los angeles,CA,93001,Fresno,7186043014,wei.robinson@email.com,University of Pennsylvania Perelman School of Medicine,1992,UCLA Medical Center,,"English, Spanish",True,,Yes,Cedars-Sinai Medical Center,2025-05-18,2743,Main,St
PR_00268,5319433756,Patricia,Harris,DO,"Patricia Harris, DO",Emergency Medicine,139 Wilshire Blvd,,Santa ana,CA,91001,2124879074,139 Wilshire Blvd,,Santa ana,CA,91001,A39035,CA,2023-02-10,Unknown,True,1,University of Pennsylvania Perelman School of Medicine,UCSF Medical Center,2025-07-08,237224958X,139,Wilshire,Blvd,139,Wilshire,Blvd,1,A39035,"Patricia Harris, DO",Patricia,Harris,C,DO,Physician and Surgeon,Emergency Medicine,,Expired,2019-04-21,2023-02-10,2022-08-06,139 Wilshire Blvd,Santa ana,CA,91001,Alameda,2124879074,,University of Pennsylvania Perelman School of Medicine,2017,UCSF Medical Center,Emergency Medicine,"English, Spanish, Portuguese",True,,Unknown,Stanford Hospital,2025-07-25,139,Wilshire,Blvd
PR_00272,9076769912,Linda,Jones,MD,"Linda Jones, MD",Urology,9163 Main St,,Fresno,CA,92001,9298661425,9163 Main St,,Fresno,CA,92001,A63884,CA,2024-04-22,No,False,38,University of Pennsylvania Perelman School of Medicine,Johns Hopkins Hospital,2025-07-12,201649345X,9163,Main,St,9163,Main,St,1,A63884,"LINDA JONES, MD",Linda,Jones,,MD,Physician and Surgeon,Urology,,Expired,2021-04-12,2024-04-22,2023-11-28,9163 Main St,Fresno,CA,92001,San bernardino,9298661425,linda.jones@email.com,University of Pennsylvania Perelman School of Medicine,1983,Johns Hopkins Hospital,,"English, Spanish, Portuguese",False,,Yes,,2025-06-16,9163,Main,St
PR_00273,2002496853,Karen,Jones,DO,"Karen Jones, DO",Psychiatry,2065 Ventura Blvd,,Fresno,CA,91001,3477979866,2065 Ventura Blvd,,Fresno,CA,91001,A68277,CA,2024-01-16,Yes,True,31,Columbia University Vagelos College of Physicians and Surgeons,UCLA Medical Center,2025-04-06,249503523X,2065,Ventura,Blvd,2065,Ventura,Blvd,1,A68277,"Karen Jones, DO",Karen,Jones,,DO,Physician and Surgeon,Psychiatry,,Expired,2021-12-26,2024-01-16,2023-07-24,2065 Ventura Blvd,Fresno,CA,91001,Los angeles,3477979866,karen.jones@email.com,Columbia University Vagelos College of Physicians and Surgeons,1986,UCLA Medical Center,Psychiatry,"English, Spanish, Portuguese",True,,Yes,UCLA Medical Center,2025-05-27,2065,Ventura,Blvd
PR_00275,6205015084,Fatima,Smith,DO,"Fatima Smith, DO",Neurology,7644 Pico Blvd,,San jose,CA,90004,7183455760,7644 Pico Blvd,,San jose,CA,90004,A53452,CA,2025-02-08,No,True,38,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-08-18,226725819X,7644,Pico,Blvd,7644,Pico,Blvd,1,A53452,"Smith, Fatima DO",Fatima,Smith,A,DO,Physician and Surgeon,Neurology,,Expired,2023-08-12,2025-02-08,2024-07-13,7644 Pico Blvd,San jose,CA,90004,Orange,7183455760,,NYU Grossman School of Medicine,1981,Massachusetts General Hospital,Neurology,"English, Mandarin",False,,Yes,,2025-04-24,7644,Pico,Blvd
PR_00277,9938425303,James,Martinez,DO,"James Martinez, DO",Internal Medicine,3141 Ventura Blvd,,Oakland,CA,91001,6264863071,3141 Ventura Blvd,,Oakland,CA,91001,A93380,CA,2024-05-15,Unknown,False,14,Stanford University School of Medicine,Mount Sinai Hospital,2024-09-28,282528662X,3141,Ventura,Blvd,3141,Ventura,Blvd,1,A93380,"James Martinez, DO",James,Martinez,,DO,Physician and Surgeon,Internal Medicine,Nephrology,Expired,2019-10-21,2024-05-15,2023-07-16,3141 Ventura Blvd,Oakland,CA,91001,Fresno,6264863071,james.martinez@email.com,Stanford University School of Medicine,2003,Mount Sinai Hospital,,"English, Spanish, Portuguese",True,,Unknown,UCSF Medical Center,2025-08-12,3141,Ventura,Blvd
PR_00278,7749690331,David,Hernandez,DO PhD,"David Hernandez, DO PhD",Nephrology,8343 Beverly Dr,,Santa ana,CA,94001,9176624840,8343 Beverly Dr,,Santa ana,CA,94001,A59005,CA,2025-12-12,No,True,20,UCLA David Geffen School of Medicine,UCSF Medical Center,2024-11-14,221100279X,8343,Beverly,Dr,8343,Beverly,Dr,1,A59005,"David Hernandez, DO PhD",David,Hernandez,,DO PhD,Physician and Surgeon,Nephrology,,Active,2021-09-30,2025-12-12,2025-09-01,8343 Beverly Dr,Santa ana,CA,94001,Contra costa,9176624840,david.hernandez@email.com,UCLA David Geffen School of Medicine,2000,UCSF Medical Center,Nephrology,"English, Spanish",False,,Yes,UCSF Medical Center,2025-03-16,8343,Beverly,Dr
PR_00280,4439284049,Patricia,Garcia,MD PhD,"Patricia Garcia, MD PhD",Emergency Medicine,8402 Ventura Blvd,,San diego,CA,90005,3475547616,1169 Beverly Dr,Suite 301,Los angeles,CA,90005,A98487,CA,2024-11-05,No,True,31,Yale School of Medicine,Mayo Clinic,2025-02-11,230545068X,8402,Ventura,Blvd,1169,Beverly,Dr,1,A98487,"Patricia Garcia, MD PhD",Patricia,Garcia,A,MD PhD,Physician and Surgeon,Emergency Medicine,,Expired,2022-08-03,2024-11-05,2024-10-19,8402 Ventura Blvd,San diego,CA,90005,Riverside,3475547616,patricia.garcia@email.com,Yale School of Medicine,1988,Mayo Clinic,Emergency Medicine,"English, Spanish, Portuguese",False,,Unknown,UCSF Medical Center,2025-05-31,8402,Ventura,Blvd
PR_00282,2182097026,Fatima,Rodriguez,DO,"Fatima Rodriguez, DO",Pediatrics,5411 Pico Blvd,Suite 500,Oakland,CA,92001,9172717322,6332 Hollywood Blvd,,Santa ana,CA,92001,A69183,CA,2024-09-15,No,True,15,Columbia University Vagelos College of Physicians and Surgeons,Johns Hopkins Hospital,2025-01-13,207711235X,5411,Pico,Blvd,6332,Hollywood,Blvd,1,A69183,"Fatima Rodriguez, DO",Fatima,Rodriguez,,DO,Physician and Surgeon,Pediatrics,,Expired,2021-07-09,2024-09-15,2024-05-01,5411 Pico Blvd,Oakland,CA,92001,Sacramento,9172717322,fatima.rodriguez@email.com,Columbia University Vagelos College of Physicians and Surgeons,2003,Johns Hopkins Hospital,Pediatrics,"English, Spanish, Portuguese",False,,Unknown,UCSF Medical Center,2025-07-13,5411,Pico,Blvd
PR_00285,8567243800,Mohammed,Sharma,MD PhD,"Mohammed Sharma, MD PhD",Cardiology,1094 Hollywood Blvd,,Santa ana,CA,92001,3102272199,1094 Hollywood Blvd,,Santa ana,CA,92001,A58330,CA,2023-06-06,Unknown,False,25,NYU Grossman School of Medicine,UCSF Medical Center,2025-05-26,253240727X,1094,Hollywood,Blvd,1094,Hollywood,Blvd,1,A58330,"Mohammed Sharma, MD PhD",Mohammed,Sharma,,MD PhD,Physician and Surgeon,Cardiology,,Expired,2021-01-31,2023-06-06,2023-01-19,1094 Hollywood Blvd,Santa ana,CA,92001,Alameda,3102272199,mohammed.sharma@email.com,NYU Grossman School of Medicine,1992,UCSF Medical Center,,"English, Spanish, Portuguese",True,,No,UCLA Medical Center,2025-08-13,1094,Hollywood,Blvd
PR_00288,3155206500,Linda,Kumar,MD,"Linda Kumar, MD",Psychiatry,5287 Ventura Blvd,Suite 654,San jose,CA,95001,2134178516,5287 Ventura Blvd,Suite 654,San jose,CA,95001,A66083,CA,2023-09-05,Yes,True,18,University of Michigan Medical School,UCLA Medical Center,2025-08-11,209037049X,5287,Ventura,Blvd,5287,Ventura,Blvd,1,A66083,Dr. Linda Kumar,Linda,Kumar,,MD,Physician and Surgeon,Psychiatry,,Expired,2020-08-09,2023-09-05,2022-10-24,5287 Ventura Blvd,San jose,CA,95001,San bernardino,2134178516,linda.kumar@email.com,University of Michigan Medical School,2001,UCLA Medical Center,Psychiatry,"English, Spanish",False,,No,UCSF Medical Center,2025-04-08,5287,Ventura,Blvd
PR_00291,9685270173,Carlos,Johnson,DO,"Carlos Johnson, DO",Psychiatry,5428 Beverly Dr,,San jose,CA,90004,7183971853,5428 Beverly Dr,,San jose,CA,90004,A97163,CA,2024-05-23,Unknown,True,14,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-06-06,279541539X,5428,Beverly,Dr,5428,Beverly,Dr,1,A97163,"Carlos Johnson, DO",Carlos,Johnson,,DO,Physician and Surgeon,Psychiatry,Psychiatry,Expired,2021-09-13,2024-05-23,2024-05-17,5428 Beverly Dr,San jose,CA,90004,Sacramento,7183971853,,Johns Hopkins School of Medicine,2005,Johns Hopkins Hospital,Psychiatry,"English, Spanish",True,,Unknown,Kaiser Permanente,2025-08-03,5428,Beverly,Dr
PR_00293,4689715271,John,Harris,DO PhD,"John Harris, DO PhD",Pulmonology,4919 Pico Blvd,,San francisco,CA,94001,9173584106,4919 Pico Blvd,,San francisco,CA,94001,A70771,CA,2024-09-18,Yes,True,33,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-02-07,255810437X,4919,Pico,Blvd,4919,Pico,Blvd,1,A70771,"John Harris, DO PhD",John,Harris,B,DO PhD,Physician and Surgeon,Pulmonology,Emergency Medicine,Expired,2021-07-23,2024-09-18,2023-10-21,4919 Pico Blvd,San francisco,CA,94001,Contra costa,9173584106,john.harris@email.com,NYU Grossman School of Medicine,1987,Mount Sinai Hospital,Pulmonology,"English, Spanish",False,,No,UCSF Medical Center,2025-06-15,4919,Pico,Blvd
PR_00296,6225223721,Maria,Wilson,DO PhD,"Maria Wilson, DO PhD",Anesthesiology,106 Sunset Blvd,Suite 892,Santa ana,CA,90001,3233128383,106 Sunset Blvd,Suite 892,Santa ana,CA,90001,A78807,CA,2025-05-03,Unknown,True,12,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-06-01,225754346X,106,Sunset,Blvd,106,Sunset,Blvd,1,A78807,"Wilson, Maria DO PhD",Maria,Wilson,,DO PhD,Physician and Surgeon,Anesthesiology,,Expired,2021-10-19,2025-05-03,2024-09-11,106 Sunset Blvd,Santa ana,CA,90001,Riverside,3233128383,maria.wilson@email.com,University of Pennsylvania Perelman School of Medicine,2009,Massachusetts General Hospital,Anesthesiology,English,True,,Unknown,UCSF Medical Center,2025-07-22,106,Sunset,Blvd
PR_00297,3771004090,Thomas,Clark,DO PhD,"Thomas Clark, DO PhD",Otolaryngology,1790 Sunset Blvd,Suite 227,San diego,CA,90005,2122994458,1790 Sunset Blvd,Suite 227,San diego,CA,90005,A54846,CA,2023-03-02,Unknown,True,25,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-12-28,263516094X,1790,Sunset,Blvd,1790,Sunset,Blvd,1,A54846,"Clark, Thomas DO PhD",Thomas,Clark,,DO PhD,Physician and Surgeon,Otolaryngology,,Expired,2021-09-21,2023-03-02,2023-01-14,1790 Sunset Blvd,San diego,CA,90005,Contra costa,2122994458,thomas.clark@email.com,University of Michigan Medical School,1995,NewYork-Presbyterian Hospital,Otolaryngology,"English, Spanish",False,,Unknown,UCSF Medical Center,2025-07-19,1790,Sunset,Blvd
PR_00299,6716493287,John,Lee,MD,"John Lee, MD",Pathology,750 Beverly Dr,,Santa ana,CA,90004,4249339267,750 Beverly Dr,,Santa ana,CA,90004,A90293,CA,2023-06-16,Yes,True,32,Stanford University School of Medicine,NewYork-Presbyterian Hospital,2024-09-23,273651529X,750,Beverly,Dr,750,Beverly,Dr,1,A90293,"John Lee, MD",John,Lee,,MD,Physician and Surgeon,Pathology,,Expired,2019-08-16,2023-06-16,2022-07-03,750 Beverly Dr,Santa ana,CA,90004,Sacramento,4249339267,john.lee@email.com,Stanford University School of Medicine,1986,NewYork-Presbyterian Hospital,Pathology,"English, Spanish",True,,Unknown,Cedars-Sinai Medical Center,2025-03-09,750,Beverly,Dr
PR_00300,256434718,Li,Robinson,DO,"Li Robinson, DO",Gastroenterology,1896 Santa Monica Blvd,Suite 871,San jose,CA,90004,6263399757,1896 Santa Monica Blvd,Suite 871,San jose,CA,90004,A21722,CA,2023-08-05,Unknown,False,6,NYU Grossman School of Medicine,Cleveland Clinic,2024-11-12,280621827X,1896,Santa Monica,Blvd,1896,Santa Monica,Blvd,1,A21722,"Li Robinson, DO",Li,Robinson,,DO,Physician and Surgeon,Gastroenterology,,Expired,2020-09-05,2023-08-05,2023-04-14,1896 Santa Monica Blvd,San jose,CA,90004,Sacramento,6263399757,li.robinson@email.com,NYU Grossman School of Medicine,2014,Cleveland Clinic,,"English, Spanish, Portuguese",False,,No,UCLA Medical Center,2025-07-15,1896,Santa Monica,Blvd
PR_00301,9319525699,David,Perez,DO PhD,"David Perez, DO PhD",Cardiology,6253 Ventura Blvd,Suite 218,Oakland,CA,90004,8182016092,6253 Ventura Blvd,Suite 218,Oakland,CA,90004,A24599,CA,2023-07-02,Yes,True,25,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-02-28,291174393X,6253,Ventura,Blvd,6253,Ventura,Blvd,1,A24599,"David Perez, DO PhD",David,Perez,,DO PhD,Physician and Surgeon,Cardiology,,Expired,2021-11-16,2023-07-02,2023-06-09,6253 Ventura Blvd,Oakland,CA,90004,Santa clara,8182016092,,UCLA David Geffen School of Medicine,1993,UCLA Medical Center,Cardiology,English,True,,No,UCSF Medical Center,2025-03-20,6253,Ventura,Blvd
PR_00303,6567566188,Robert,Wilson,DO,"Robert Wilson, DO",Ophthalmology,862 Sunset Blvd,Suite 934,Santa ana,CA,92001,8184895626,862 Sunset Blvd,Suite 934,Santa ana,CA,92001,A30865,CA,2023-02-14,Unknown,True,36,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-06-27,243408507X,862,Sunset,Blvd,862,Sunset,Blvd,1,A30865,"Robert Wilson, DO",Robert,Wilson,A,DO,Physician and Surgeon,Ophthalmology,,Expired,2021-11-13,2023-02-14,2022-03-02,862 Sunset Blvd,Santa ana,CA,92001,Orange,8184895626,,UCLA David Geffen School of Medicine,1985,Johns Hopkins Hospital,Ophthalmology,"English, Mandarin",True,,Unknown,UCLA Medical Center,2025-08-03,862,Sunset,Blvd
PR_00304,3059126627,Carlos,Zhang,MD,"Carlos Zhang, MD",Neurology,4982 Santa Monica Blvd,Suite 812,San francisco,CA,95001,2122986825,4982 Santa Monica Blvd,Suite 812,San francisco,CA,95001,A28982,CA,2024-03-05,No,True,4,Stanford University School of Medicine,UCLA Medical Center,2024-11-03,258226527X,4982,Santa Monica,Blvd,4982,Santa Monica,Blvd,1,A28982,"Carlos Zhang, MD",Carlos,Zhang,,MD,Physician and Surgeon,Neurology,,Expired,2019-10-16,2024-03-05,2023-03-17,4982 Santa Monica Blvd,San francisco,CA,95001,San diego,2122986825,,Stanford University School of Medicine,2016,UCLA Medical Center,Neurology,"English, Spanish, Portuguese",True,,Yes,Cedars-Sinai Medical Center,2025-07-14,4982,Santa Monica,Blvd
PR_00308,5429618448,Susan,Thompson,DO,"Susan Thompson, DO",Otolaryngology,733 Hollywood Blvd,Suite 976,Los angeles,CA,90004,2138653675,733 Hollywood Blvd,Suite 976,Los angeles,CA,90004,A27590,CA,2024-03-18,No,False,6,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2024-09-12,219225877X,733,Hollywood,Blvd,733,Hollywood,Blvd,1,A27590,"SUSAN THOMPSON, DO",Susan,Thompson,,DO,Physician and Surgeon,Otolaryngology,,Expired,2019-09-22,2024-03-18,2023-06-27,733 Hollywood Blvd,Los angeles,CA,90004,Alameda,2138653675,susan.thompson@email.com,Columbia University Vagelos College of Physicians and Surgeons,2015,UCSF Medical Center,,"English, Spanish",False,,No,UCLA Medical Center,2025-05-30,733,Hollywood,Blvd
PR_00309,2566093140,Jessica,Wilson,MD,"Jessica Wilson, MD",Gastroenterology,4414 Hollywood Blvd,,Sacramento,CA,95001,7187442802,4414 Hollywood Blvd,,Sacramento,CA,95001,A89291,CA,2023-12-02,Unknown,False,5,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-03-01,244763940X,4414,Hollywood,Blvd,4414,Hollywood,Blvd,1,A89291,"Jessica Wilson, MD",Jessica,Wilson,,MD,Physician and Surgeon,Gastroenterology,,Expired,2020-12-11,2023-12-02,2022-12-18,4414 Hollywood Blvd,Sacramento,CA,950**,Riverside,7187442802,,NYU Grossman School of Medicine,2015,Johns Hopkins Hospital,,"English, Spanish",True,,No,UCLA Medical Center,2025-03-07,4414,Hollywood,Blvd
PR_00310,2849718591,Carlos,Moore,DO,"Carlos Moore, DO",Cardiology,3699 Melrose Ave,,Los angeles,CA,90002,3477645440,3699 Melrose Ave,,Los angeles,CA,90002,A59628,CA,2023-08-04,Unknown,True,4,Johns Hopkins School of Medicine,UCLA Medical Center,2025-02-15,224249450X,3699,Melrose,Ave,3699,Melrose,Ave,1,A59628,"Carlos Moore, DO",Carlos,Moore,,DO,Physician and Surgeon,Cardiology,Anesthesiology,Expired,2019-08-31,2023-08-04,2023-01-30,3699 Melrose Ave,Los angeles,CA,90002,Sacramento,3477645440,,Johns Hopkins School of Medicine,2016,UCLA Medical Center,Cardiology,"English, Mandarin",True,,No,Stanford Hospital,2025-08-11,3699,Melrose,Ave
PR_00325,5723084813,Rajesh,Liu,MD,"Rajesh Liu, MD",Anesthesiology,154 Wilshire Blvd,Suite 591,Sacramento,CA,90002,2122452684,154 Wilshire Blvd,Suite 591,Sacramento,CA,90002,A68238,CA,2023-12-01,Unknown,False,7,Yale School of Medicine,UCSF Medical Center,2025-06-22,200162459X,154,Wilshire,Blvd,154,Wilshire,Blvd,1,A68238,"Rajesh Liu, MD",Rajesh,Liu,,MD,Physician and Surgeon,Anesthesiology,Internal Medicine,Expired,2022-09-21,2023-12-01,2023-02-22,154 Wilshire Blvd,Sacramento,CA,90002,Sacramento,2122452684,rajesh.liu@email.com,Yale School of Medicine,2013,UCSF Medical Center,,"English, Spanish, Portuguese",False,,Yes,Kaiser Permanente,2025-07-24,154,Wilshire,Blvd
PR_00327,1022526776,Priya,Ramirez,DO,"Priya Ramirez, DO",Emergency Medicine,4941 Pico Blvd,,Fresno,CA,91001,7183158003,4941 Pico Blvd,,Fresno,CA,91001,A75437,CA,2025-01-25,Unknown,False,10,Stanford University School of Medicine,UCLA Medical Center,2025-06-29,224410491X,4941,Pico,Blvd,4941,Pico,Blvd,1,A75437,"Priya Ramirez, DO",Priya,Ramirez,,DO,Physician and Surgeon,Emergency Medicine,Nephrology,Expired,2022-12-13,2025-01-25,2024-11-23,4941 Pico Blvd,Fresno,CA,91001,Orange,7183158003,priya.ramirez@email.com,Stanford University School of Medicine,2009,UCLA Medical Center,,"English, Spanish",True,,No,,2025-03-25,4941,Pico,Blvd
PR_00331,2369036283,Priya,Robinson,MD PhD,"Priya Robinson, MD PhD",Psychiatry,8223 Melrose Ave,,San jose,CA,92001,4242798674,8223 Melrose Ave,,San jose,CA,92001,A22050,CA,2025-12-04,No,False,26,UCLA David Geffen School of Medicine,Mayo Clinic,2025-08-06,249858951X,8223,Melrose,Ave,8223,Melrose,Ave,1,A22050,"Priya Robinson, MD PhD",Priya,Robinson,,MD PhD,Physician and Surgeon,Psychiatry,,Active,2020-12-17,2025-12-04,2025-07-25,8223 Melrose Ave,San jose,CA,92001,Alameda,4242798674,priya.robinson@email.com,UCLA David Geffen School of Medicine,1993,Mayo Clinic,,"English, Spanish, Portuguese",False,,Yes,UCLA Medical Center,2025-03-10,8223,Melrose,Ave
PR_00334,6339912977,David,Garcia,DO,"David Garcia, DO",Internal Medicine,2308 Sunset Blvd,,Sacramento,CA,93001,7182153336,2308 Sunset Blvd,,Sacramento,CA,93001,A57227,CA,2025-06-01,No,True,32,Stanford University School of Medicine,Mount Sinai Hospital,2025-03-26,222779115X,2308,Sunset,Blvd,2308,Sunset,Blvd,1,A57227,"David Garcia, DO",David,Garcia,,DO,Physician and Surgeon,Internal Medicine,,Expired,2023-08-16,2025-06-01,2024-09-14,2308 Sunset Blvd,Sacramento,CA,93001,Los angeles,7182153336,,Stanford University School of Medicine,1985,Mount Sinai Hospital,Internal Medicine,"English, Mandarin",False,Yes - See Details,No,Kaiser Permanente,2025-03-15,2308,Sunset,Blvd
PR_00339,272751649,Patricia,Wang,DO PhD,"Patricia Wang, DO PhD",Radiology,9190 Pico Blvd,,San jose,CA,90002,3239391060,9190 Pico Blvd,,San jose,CA,90002,A28955,CA,2024-10-25,No,True,29,University of Michigan Medical School,Johns Hopkins Hospital,2025-08-15,229343051X,9190,Pico,Blvd,9190,Pico,Blvd,1,A28955,"Patricia Wang, DO PhD",Patricia,Wang,A,DO PhD,Physician and Surgeon,Radiology,Pathology,Expired,2020-08-23,2024-10-25,2024-04-01,9190 Pico Blvd,San jose,CA,90002,Los angeles,3239391060,patricia.wang@email.com,University of Michigan Medical School,1988,Johns Hopkins Hospital,Radiology,"English, Mandarin",True,,Yes,Stanford Hospital,2025-07-02,9190,Pico,Blvd
PR_00340,5044817765,Maria,Gonzalez,DO PhD,"Maria Gonzalez, DO PhD",Pathology,2722 Pico Blvd,,Oakland,CA,90004,2135606770,2722 Pico Blvd,,Oakland,CA,90004,A99080,CA,2023-01-30,Unknown,False,34,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-06-04,261582256X,2722,Pico,Blvd,2722,Pico,Blvd,1,A99080,"Maria Gonzalez, DO PhD",Maria,Gonzalez,,DO PhD,Physician and Surgeon,Pathology,,Expired,2018-07-09,2023-01-30,2022-09-27,2722 Pico Blvd,Oakland,CA,90004,San diego,2135606770,,NYU Grossman School of Medicine,1987,Johns Hopkins Hospital,,English,False,,No,UCSF Medical Center,2025-08-07,2722,Pico,Blvd
PR_00347,6945919661,Linda,Kumar,DO PhD,"Linda Kumar, DO PhD",Pulmonology,4098 Sunset Blvd,,San jose,CA,90005,9177806782,9627 Melrose Ave,,San francisco,CA,90005,A73941,CA,2025-06-06,No,True,29,Johns Hopkins School of Medicine,Massachusetts General Hospital,2024-12-15,233965629X,4098,Sunset,Blvd,9627,Melrose,Ave,1,A73941,"Linda Kumar, DO PhD",Linda,Kumar,,DO PhD,Physician and Surgeon,Pulmonology,,Expired,2024-05-25,2025-06-06,2024-08-24,4098 Sunset Blvd,San jose,CA,90005,San bernardino,9177806782,,Johns Hopkins School of Medicine,1988,Massachusetts General Hospital,Pulmonology,"English, Mandarin",True,,Unknown,Cedars-Sinai Medical Center,2025-07-08,4098,Sunset,Blvd
PR_00348,1355251058,Sarah,Clark,MD PhD,"Sarah Clark, MD PhD",Psychiatry,8692 Beverly Dr,Suite 928,Oakland,CA,90001,8182116388,8692 Beverly Dr,Suite 928,Oakland,CA,90001,A34368,CA,2025-01-02,Yes,False,37,NYU Grossman School of Medicine,Cleveland Clinic,2024-11-19,208889930X,8692,Beverly,Dr,8692,Beverly,Dr,1,A34368,"Sarah Clark, MD PhD",Sarah,Clark,,MD PhD,Physician and Surgeon,Psychiatry,Anesthesiology,Expired,2023-01-11,2025-01-02,2024-01-29,8692 Beverly Dr,Oakland,CA,90001,Alameda,8182116388,sarah.clark@email.com,NYU Grossman School of Medicine,1981,Cleveland Clinic,,"English, Mandarin",False,,Unknown,UCSF Medical Center,2025-05-04,8692,Beverly,Dr
