provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m,valid_npi,license_number_gt,provider_name_gt,first_name_gt,last_name_gt,license_type_gt,profession_code_gt,specialty_gt,status_gt,issue_date_gt,expiration_date_gt,last_renewal_date_gt,address_line1_gt,address_city_gt,address_state_gt,address_zip_gt,phone_gt,disciplinary_actions_gt,board_certified_gt,medical_school_gt,verification_date_gt,house_no_gt,area_gt,area_type_gt
PR_00220,2662991239,Patricia,Smith,MD PhD,"Patricia Smith, MD PhD",Anesthesiology,5048 First Ave,Suite 554,Albany,NY,10002,3476869606,5048 First Ave,Suite 554,Albany,NY,10002,060NY535798,NY,2025-06-25,No,True,38,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-08-30,254956876X,5048,First,Ave,5048,First,Ave,1,060NY535798,"Patricia Smith, MD PhD",Patricia,Smith,Physician,60,Anesthesiology,Expired,2021-10-14,2025-06-25,2024-03-22,5048 First Ave,Albany,NY,10002,3476869606,[],True,UCLA David Geffen School of Medicine,2025-09-02,5048,First,Ave
PR_00221,9478730024,Rajesh,Moore,DO PhD,"Rajesh Moore, DO PhD",Anesthesiology,7572 Central Park West,Suite 490,Queens,NY,10004,3475078742,7572 Central Park West,Suite 490,Queens,NY,10004,060NY614416,NY,2023-03-28,Yes,False,27,Johns Hopkins School of Medicine,Mount Sinai Hospital,2024-09-15,286541691X,7572,Central Park,West,7572,Central Park,West,1,060NY614416,"Rajesh Moore, DO PhD",Rajesh,Moore,Physician,60,Anesthesiology,Expired,2016-05-24,2023-03-28,2021-11-25,7572 Central Park West,Queens,NY,10004,3475078742,[],False,Johns Hopkins School of Medicine,2025-09-02,7572,Central Park,West
PR_00223,5189520285,Fatima,Thompson,MD,"Fatima Thompson, MD",Emergency Medicine,8678 Columbus Ave,Suite 743,Brooklyn,NY,14201,3475818944,1549 Amsterdam Ave,,Queens,NY,14201,060NY431570,NY,2024-09-08,No,False,11,Stanford University School of Medicine,Cleveland Clinic,2025-06-15,267562908X,8678,Columbus,Ave,1549,Amsterdam,Ave,1,060NY431570,"Fatima Thompson, MD",Fatima,Thompson,Physician,60,Emergency Medicine,Expired,2021-03-06,2024-09-08,2024-01-27,8678 Columbus Ave,Brooklyn,NY,14201,3475818944,[],False,Stanford University School of Medicine,2025-09-02,8678,Columbus,Ave
PR_00224,9852401322,Joseph,Gonzalez,MD,"Joseph Gonzalez, MD",Pulmonology,1252 Fifth Ave,,Queens,NY,10001,8183454712,1252 Fifth Ave,,Queens,NY,10001,060NY480180,NY,2023-10-12,No,True,14,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-01-28,292720040X,1252,Fifth,Ave,1252,Fifth,Ave,1,060NY480180,"Joseph Gonzalez, MD",Joseph,Gonzalez,Physician,60,Pulmonology,Expired,2021-01-12,2023-10-12,2023-03-02,1252 Fifth Ave,Queens,NY,10001,8183454712,"[{""action_type"": ""Fine"", ""action_date"": ""2022-11-12"", ""description"": ""Disciplinary action related to professional conduct""}]",True,Johns Hopkins School of Medicine,2025-09-02,1252,Fifth,Ave
PR_00225,1401401193,Carlos,Davis,MD,"Carlos Davis, MD",Nephrology,7935 Second Ave,Suite 912,New york,NY,10004,9178014277,7935 Second Ave,Suite 912,New york,NY,10004,060NY721990,NY,2023-05-02,Yes,False,2,Stanford University School of Medicine,Mayo Clinic,2025-04-13,277812909X,7935,Second,Ave,7935,Second,Ave,1,060NY721990,"Carlos Davis, MD",Carlos,Davis,Physician,60,Nephrology,Expired,2018-03-30,2023-05-02,2022-12-05,7935 Second Ave,New york,NY,10004,9178014277,[],False,Stanford University School of Medicine,2025-09-02,7935,Second,Ave
PR_00227,157164796,Susan,Anderson,DO PhD,"Susan Anderson, DO PhD",Ophthalmology,5150 Fifth Ave,,Syracuse,NY,10002,8185198273,5150 Fifth Ave,,Syracuse,NY,10002,060NY478798,NY,2024-08-13,Yes,False,19,UCLA David Geffen School of Medicine,Cleveland Clinic,2025-07-29,263844258X,5150,Fifth,Ave,5150,Fifth,Ave,1,060NY478798,"Anderson, Susan DO PhD",Susan,Anderson,Physician,60,Ophthalmology,Expired,2019-09-10,2024-08-13,2024-05-04,5150 Fifth Ave,Syracuse,NY,10002,8185198273,[],False,UCLA David Geffen School of Medicine,2025-09-02,5150,Fifth,Ave
PR_00228,6691215350,Priya,White,DO,"Priya White, DO",Dermatology,8056 Columbus Ave,,Brooklyn,NY,11202,9178097623,8056 Columbus Ave,,Brooklyn,NY,11202,060NY189135,NY,2023-09-02,Yes,True,28,UCSF School of Medicine,NewYork-Presbyterian Hospital,2024-09-02,278103795X,8056,Columbus,Ave,8056,Columbus,Ave,1,060NY189135,"Priya White, DO",Priya,White,Physician,60,Dermatology,Expired,2017-12-24,2023-09-02,2022-10-20,8056 Columbus Ave,Brooklyn,NY,11202,9178097623,[],True,UCSF School of Medicine,2025-09-02,8056,Columbus,Ave
PR_00229,7320101708,Sarah,Moore,DO PhD,"Sarah Moore, DO PhD",Nephrology,9883 Second Ave,Suite 886,Syracuse,NY,14201,6465916356,9883 Second Ave,Suite 886,Syracuse,NY,14201,060NY228125,NY,2024-05-28,Yes,False,40,University of Michigan Medical School,Johns Hopkins Hospital,2025-07-25,288728736X,9883,Second,Ave,9883,Second,Ave,1,060NY228125,"Sarah Moore, DO PhD",Sarah,Moore,Physician,60,Nephrology,Expired,2022-04-18,2024-05-28,2024-02-09,9883 Second Ave,Syracuse,NY,14201,6465916356,[],False,University of Michigan Medical School,2025-09-02,9883,Second,Ave
PR_00231,647969542,Jennifer,Shah,MD,"Jennifer Shah, MD",Endocrinology,8038 Columbus Ave,,Albany,NY,14201,9292621461,8038 Columbus Ave,,Albany,NY,14201,060NY995852,NY,2023-11-17,Unknown,True,9,NYU Grossman School of Medicine,UCLA Medical Center,2024-11-08,203610435X,8038,Columbus,Ave,8038,Columbus,Ave,1,060NY995852,"Jennifer Shah, MD",Jennifer,Shah,Physician,60,Endocrinology,Expired,2020-04-17,2023-11-17,2023-03-12,8038 Columbus Ave,Albany,NY,14201,9292621461,[],True,NYU Grossman School of Medicine,2025-09-02,8038,Columbus,Ave
PR_00232,1141520850,Carlos,Perez,DO PhD,"Carlos Perez, DO PhD",Otolaryngology,5655 Third Ave,Suite 350,Yonkers,NY,11201,2126717921,5655 Third Ave,Suite 350,Yonkers,NY,11201,060NY779564,NY,2024-10-01,Unknown,False,18,Harvard Medical School,Mount Sinai Hospital,2024-11-05,202984525X,5655,Third,Ave,5655,Third,Ave,1,060NY779564,"Carlos Perez, DO PhD",Carlos,Perez,Physician,60,Otolaryngology,Expired,2019-01-03,2024-10-01,2023-01-12,5655 Third Ave,Yonkers,NY,112**,2126717921,[],False,Harvard Medical School,2025-09-02,5655,Third,Ave
PR_00233,9456371836,Mary,Harris,DO PhD,"Mary Harris, DO PhD",Orthopedic Surgery,1602 First Ave,,Brooklyn,NY,10004,3474711778,1602 First Ave,,Brooklyn,NY,10004,060NY902059,NY,2024-11-26,No,False,15,University of Michigan Medical School,Johns Hopkins Hospital,2024-11-10,212714930X,1602,First,Ave,1602,First,Ave,1,060NY902059,"Mary Harris, DO PhD",Mary,Harris,Physician,60,Orthopedic Surgery,Expired,2019-12-08,2024-11-26,2023-02-23,1602 First Ave,Brooklyn,NY,10004,3474711778,[],False,University of Michigan Medical School,2025-09-02,1602,First,Ave
PR_00234,6498782086,Sarah,Perez,MD PhD,"Sarah Perez, MD PhD",Gastroenterology,8701 First Ave,,Yonkers,NY,10004,6467909178,4946 York Ave,,Buffalo,NY,10004,060NY428574,NY,2024-02-14,Yes,False,18,Yale School of Medicine,UCSF Medical Center,2024-11-17,297524623X,8701,First,Ave,4946,York,Ave,1,060NY428574,"Sarah Perez, MD PhD",Sarah,Perez,Physician,60,Gastroenterology,Expired,2019-02-28,2024-02-14,2022-07-13,8701 First Ave,Yonkers,NY,10004,6467909178,"[{""action_type"": ""Warning"", ""action_date"": ""2023-10-03"", ""description"": ""Disciplinary action related to professional conduct""}]",False,Yale School of Medicine,2025-09-02,8701,First,Ave
PR_00235,6442493636,Rajesh,Brown,DO,"Rajesh Brown, DO",Neurology,2421 Park Ave,,Queens,NY,10005,7183534144,2421 Park Ave,,Queens,NY,10005,060NY970542,NY,2023-05-12,Yes,True,20,UCSF School of Medicine,Mount Sinai Hospital,2024-11-20,258536768X,2421,Park,Ave,2421,Park,Ave,1,060NY970542,"Rajesh Brown, DO",Rajesh,Brown,Physician,60,Neurology,Expired,2018-08-31,2023-05-12,2023-01-21,2421 Park Ave,Queens,NY,10005,7183534144,[],True,UCSF School of Medicine,2025-09-02,2421,Park,Ave
PR_00236,6516231983,Linda,Williams,DO,"Linda Williams, DO",Pediatrics,2236 Broadway,,Buffalo,NY,10005,7187349605,692 Central Park West,Suite 185,Syracuse,NY,10005,060NY429153,NY,2024-09-02,No,False,6,University of Pennsylvania Perelman School of Medicine,Johns Hopkins Hospital,2025-03-26,244196006X,2236,Broadway,,692,Central Park,West,1,060NY429153,"Linda Williams, DO",Linda,Williams,Physician,60,Pediatrics,Expired,2018-08-19,2024-09-02,2023-12-20,2236 Broadway,Buffalo,NY,10005,7187349605,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02,2236,Broadway,
PR_00240,5266930089,Linda,Lee,DO PhD,"Linda Lee, DO PhD",Gastroenterology,2188 Lexington Ave,,Queens,NY,14202,6268264747,2188 Lexington Ave,,Queens,NY,14202,060NY308314,NY,2023-06-22,Yes,False,13,Columbia University Vagelos College of Physicians and Surgeons,Mayo Clinic,2025-08-08,253825994X,2188,Lexington,Ave,2188,Lexington,Ave,1,060NY308314,"Linda Lee, DO PhD",Linda,Lee,Physician,60,Gastroenterology,Expired,2019-12-14,2023-06-22,2021-09-17,2188 Lexington Ave,Queens,NY,14202,6268264747,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02,2188,Lexington,Ave
PR_00241,3334476265,Karen,Ramirez,MD PhD,"Karen Ramirez, MD PhD",Endocrinology,6029 Madison Ave,,Brooklyn,NY,10001,9178144531,6029 Madison Ave,,Brooklyn,NY,10001,060NY575747,NY,2025-10-09,No,True,27,Johns Hopkins School of Medicine,UCSF Medical Center,2025-06-20,203861862X,6029,Madison,Ave,6029,Madison,Ave,1,060NY575747,"Karen Ramirez, MD PhD",Karen,Ramirez,Physician,60,Endocrinology,Active,2019-01-20,2025-10-09,2024-03-10,6029 Madison Ave,Brooklyn,NY,10001,9178144531,[],True,Johns Hopkins School of Medicine,2025-09-02,6029,Madison,Ave
PR_00245,6591520174,William,Hernandez,MD PhD,"William Hernandez, MD PhD",Cardiology,9596 Park Ave,,New york,NY,14201,8188758861,1259 Park Ave,,Syracuse,NY,14201,060NY127223,NY,2024-08-05,No,False,39,Harvard Medical School,UCLA Medical Center,2025-08-11,288070016X,9596,Park,Ave,1259,Park,Ave,1,060NY127223,"William Hernandez, MD PhD",William,Hernandez,Physician,60,Cardiology,Expired,2022-01-22,2024-08-05,2022-11-05,9596 Park Ave,New york,NY,14201,8188758861,[],False,Harvard Medical School,2025-09-02,9596,Park,Ave
PR_00248,2438649089,Rajesh,Martinez,DO PhD,"Rajesh Martinez, DO PhD",Dermatology,8597 Fifth Ave,,Buffalo,NY,11203,7182469411,8597 Fifth Ave,,Buffalo,NY,11203,060NY600811,NY,2024-09-07,Yes,False,27,Stanford University School of Medicine,Mount Sinai Hospital,2024-09-29,296678371X,8597,Fifth,Ave,8597,Fifth,Ave,1,060NY600811,"Rajesh Martinez, DO PhD",Rajesh,Martinez,Physician,60,Dermatology,Expired,2020-11-12,2024-09-07,2024-01-05,8597 Fifth Ave,Buffalo,NY,11203,7182469411,"[{""action_type"": ""Probation"", ""action_date"": ""2023-08-04"", ""description"": ""Disciplinary action related to professional conduct""}]",False,Stanford University School of Medicine,2025-09-02,8597,Fifth,Ave
PR_00249,164597799,Sarah,Taylor,MD PhD,"Sarah Taylor, MD PhD",Oncology,1340 York Ave,,New york,NY,10002,3475494066,1340 York Ave,,New york,NY,10002,060NY924366,NY,2024-01-09,Yes,True,6,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-09-23,214271459X,1340,York,Ave,1340,York,Ave,1,060NY924366,"Sarah Taylor, MD PhD",Sarah,Taylor,Physician,60,Oncology,Expired,2019-04-06,2024-01-09,2022-06-13,1340 York Ave,New york,NY,10002,3475494066,[],True,University of Michigan Medical School,2025-09-02,1340,York,Ave
PR_00250,9956412202,Linda,Sharma,MD,"Linda Sharma, MD",Anesthesiology,1912 Broadway,,Queens,NY,11203,9173141260,1912 Broadway,,Queens,NY,11203,060NY789666,NY,2025-09-23,Unknown,True,2,University of Pennsylvania Perelman School of Medicine,Mount Sinai Hospital,2024-10-05,219482265X,1912,Broadway,,1912,Broadway,,1,060NY789666,"Linda Sharma, MD",Linda,Sharma,Physician,60,Anesthesiology,Active,2023-02-25,2025-09-23,2025-05-06,1912 Broadway,Queens,NY,11203,9173141260,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,1912,Broadway,
PR_00252,1795760246,Jennifer,Shah,DO PhD,"Jennifer Shah, DO PhD",Nephrology,995 York Ave,,New york,NY,11202,8183968688,995 York Ave,,New york,NY,11202,060NY380859,NY,2025-05-04,No,False,15,Yale School of Medicine,Cleveland Clinic,2024-11-06,291935665X,995,York,Ave,995,York,Ave,1,060NY380859,"Jennifer Shah, DO PhD",Jennifer,Shah,Physician,60,Nephrology,Expired,2018-06-26,2025-05-04,2025-01-19,995 York Ave,New york,NY,11202,8183968688,"[{""action_type"": ""Suspension"", ""action_date"": ""2023-04-12"", ""description"": ""Disciplinary action related to patient care""}]",False,Yale School of Medicine,2025-09-02,995,York,Ave
PR_00253,2934172233,Mary,Liu,DO PhD,"Mary Liu, DO PhD",Nephrology,4807 Central Park West,,Yonkers,NY,11202,6468209063,4807 Central Park West,,Yonkers,NY,11202,060NY870267,NY,2025-01-07,Yes,False,32,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2025-05-18,274736526X,4807,Central Park,West,4807,Central Park,West,1,060NY870267,"Mary Liu, DO PhD",Mary,Liu,Physician,60,Nephrology,Expired,2019-12-12,2025-01-07,2024-08-22,4807 Central Park West,Yonkers,NY,11202,6468209063,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02,4807,Central Park,West
PR_00259,8315893576,Sarah,Smith,DO PhD,"Sarah Smith, DO PhD",Oncology,3869 Central Park West,Suite 406,Albany,NY,14202,7183507974,3869 Central Park West,Suite 406,Albany,NY,14202,060NY922911,NY,2023-10-14,No,True,6,Harvard Medical School,UCSF Medical Center,2025-06-28,263921605X,3869,Central Park,West,3869,Central Park,West,1,060NY922911,"Sarah Smith, DO PhD",Sarah,Smith,Physician,60,Oncology,Expired,2020-08-01,2023-10-14,2023-07-07,3869 Central Park West,Albany,NY,14202,7183507974,[],True,Harvard Medical School,2025-09-02,3869,Central Park,West
PR_00260,7762282775,Christopher,Lewis,MD,"Christopher Lewis, MD",Gastroenterology,8623 Second Ave,,Albany,NY,14201,6469219408,8623 Second Ave,,Albany,NY,14201,060NY712686,NY,2025-10-18,Unknown,True,14,UCSF School of Medicine,Mount Sinai Hospital,2025-08-17,221050667X,8623,Second,Ave,8623,Second,Ave,1,060NY712686,"Christopher Lewis, MD",Christopher,Lewis,Physician,60,Gastroenterology,Active,2020-07-03,2025-10-18,2025-01-04,8623 Second Ave,Albany,NY,14201,6469219408,[],True,UCSF School of Medicine,2025-09-02,8623,Second,Ave
PR_00262,2519966367,Barbara,Wang,MD PhD,"Barbara Wang, MD PhD",Pulmonology,5535 Second Ave,Suite 241,Syracuse,NY,14202,9297531750,5535 Second Ave,Suite 241,Syracuse,NY,14202,060NY583326,NY,2025-07-10,Unknown,False,18,Stanford University School of Medicine,Mayo Clinic,2024-09-05,203329148X,5535,Second,Ave,5535,Second,Ave,1,060NY583326,"Barbara Wang, MD PhD",Barbara,Wang,Physician,60,Pulmonology,Expired,2018-07-15,2025-07-10,2024-12-08,5535 Second Ave,Syracuse,NY,14202,9297531750,[],False,Stanford University School of Medicine,2025-09-02,5535,Second,Ave
PR_00264,46152651,Linda,Johnson,MD PhD,"Linda Johnson, MD PhD",Orthopedic Surgery,1492 Fifth Ave,Suite 247,Brooklyn,NY,14201,3475842981,1469 Madison Ave,,Buffalo,NY,14201,060NY161775,NY,2024-10-28,Yes,True,16,University of Michigan Medical School,Cleveland Clinic,2024-12-24,268265991X,1492,Fifth,Ave,1469,Madison,Ave,1,060NY161775,"Linda Johnson, MD PhD",Linda,Johnson,Physician,60,Orthopedic Surgery,Expired,2019-05-26,2024-10-28,2024-02-15,1492 Fifth Ave,Brooklyn,NY,14201,3475842981,[],True,University of Michigan Medical School,2025-09-02,1492,Fifth,Ave
PR_00267,9700268762,Rajesh,Taylor,DO PhD,"Rajesh Taylor, DO PhD",Family Medicine,5270 Third Avenue,,Bronx,NY,11203,3232832270,5270 Third Ave,,Bronx,NY,11203,060NY825452,NY,2023-10-01,Unknown,True,29,Stanford University School of Medicine,UCLA Medical Center,2025-02-22,280706579X,5270,Third,Ave,5270,Third,Ave,1,060NY825452,"Rajesh Taylor, DO PhD",Rajesh,Taylor,Physician,60,Family Medicine,Expired,2018-09-28,2023-10-01,2023-01-28,5270 Third Avenue,Bronx,NY,11203,3232832270,[],True,Stanford University School of Medicine,2025-09-02,5270,Third,Ave
PR_00269,3843089488,Sarah,Kumar,DO PhD,"Sarah Kumar, DO PhD",Otolaryngology,3175 Columbus Ave,,Queens,NY,10002,3102027997,3175 Columbus Ave,,Queens,NY,10002,060NY233620,NY,2024-06-15,Unknown,True,21,UCLA David Geffen School of Medicine,UCSF Medical Center,2025-04-15,216336672X,3175,Columbus,Ave,3175,Columbus,Ave,1,060NY233620,"Kumar, Sarah DO PhD",Sarah,Kumar,Physician,60,Otolaryngology,Expired,2019-06-04,2024-06-15,2022-07-04,3175 Columbus Ave,Queens,NY,10002,3102027997,[],True,UCLA David Geffen School of Medicine,2025-09-02,3175,Columbus,Ave
PR_00270,3519036139,Priya,Singh,DO PhD,"Priya Singh, DO PhD",Oncology,8475 Broadway,Suite 530,Bronx,NY,10001,9173686394,8475 Broadway,Suite 530,Bronx,NY,10001,060NY431603,NY,2023-01-11,No,True,7,Harvard Medical School,Mount Sinai Hospital,2025-01-24,203224383X,8475,Broadway,,8475,Broadway,,1,060NY431603,"Priya Singh, DO PhD",Priya,Singh,Physician,60,Oncology,Expired,2016-04-23,2023-01-11,2022-06-04,8475 Broadway,Bronx,NY,10001,9173686394,[],True,Harvard Medical School,2025-09-02,8475,Broadway,
PR_00271,9717911008,Sarah,Perez,MD PhD,"Sarah Perez, MD PhD",Radiology,7760 Park Ave,,Rochester,NY,10001,2135202065,7760 Park Ave,,Rochester,NY,10001,060NY348243,NY,2023-05-30,Yes,True,29,Harvard Medical School,NewYork-Presbyterian Hospital,2024-10-25,284045156X,7760,Park,Ave,7760,Park,Ave,1,060NY348243,"Sarah Perez, MD PhD",Sarah,Perez,Physician,60,Radiology,Expired,2016-06-08,2023-05-30,2023-03-01,7760 Park Ave,Rochester,NY,10001,2135202065,[],True,Harvard Medical School,2025-09-02,7760,Park,Ave
PR_00274,5377959954,John,Singh,DO,"John Singh, DO",Pediatrics,8309 York Ave,,New york,NY,11202,4245067859,8309 York Ave,,New york,NY,11202,060NY771670,NY,2024-02-17,No,True,7,UCSF School of Medicine,Massachusetts General Hospital,2024-12-23,229448158X,8309,York,Ave,8309,York,Ave,1,060NY771670,"John Singh, DO",John,Singh,Physician,60,Pediatrics,Expired,2020-11-05,2024-02-17,2023-05-09,8309 York Ave,New york,NY,11202,4245067859,[],True,UCSF School of Medicine,2025-09-02,8309,York,Ave
PR_00276,4102615347,Christopher,Jackson,DO,"Christopher Jackson, DO",Orthopedic Surgery,4293 Central Park West,,Queens,NY,11201,3104457056,4293 Central Park West,,Queens,NY,11201,060NY305507,NY,2023-02-14,No,True,34,University of Michigan Medical School,UCSF Medical Center,2024-09-03,208774822X,4293,Central Park,West,4293,Central Park,West,1,060NY305507,"Jackson, Christopher DO",Christopher,Jackson,Physician,60,Orthopedic Surgery,Expired,2019-02-15,2023-02-14,2021-07-25,4293 Central Park West,Queens,NY,11201,3104457056,[],True,University of Michigan Medical School,2025-09-02,4293,Central Park,West
PR_00279,9567766575,Fatima,White,MD PhD,"Fatima White, MD PhD",Endocrinology,2201 Fifth Ave,,Buffalo,NY,11203,9294797264,2201 Fifth Ave,,Buffalo,NY,11203,060NY143141,NY,2025-08-10,Yes,True,29,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2024-10-07,210185574X,2201,Fifth,Ave,2201,Fifth,Ave,1,060NY143141,"Fatima White, MD PhD",Fatima,White,Physician,60,Endocrinology,Expired,2023-06-17,2025-08-10,2023-11-07,2201 Fifth Ave,Buffalo,NY,11203,9294797264,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,2201,Fifth,Ave
PR_00281,2924075535,Joseph,Wilson,DO PhD,"Joseph Wilson, DO PhD",Pathology,9618 York Ave,,Syracuse,NY,11203,2136357608,3078 Second Ave,,Yonkers,NY,11203,060NY994376,NY,2023-03-03,Unknown,False,21,University of Michigan Medical School,Massachusetts General Hospital,2024-11-16,204323017X,9618,York,Ave,3078,Second,Ave,1,060NY994376,"Joseph Wilson, DO PhD",Joseph,Wilson,Physician,60,Pathology,Expired,2017-06-06,2023-03-03,2022-09-08,9618 York Ave,Syracuse,NY,11203,2136357608,[],False,University of Michigan Medical School,2025-09-02,9618,York,Ave
PR_00283,2346729942,Patricia,Singh,MD,"Patricia Singh, MD",Neurology,6732 Second Ave,Suite 528,Queens,NY,10002,4244079232,6732 Second Ave,Suite 528,Queens,NY,10002,060NY172103,NY,2025-03-07,Unknown,False,18,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-06-21,259825080X,6732,Second,Ave,6732,Second,Ave,1,060NY172103,"Patricia Singh, MD",Patricia,Singh,Physician,60,Neurology,Expired,2021-11-14,2025-03-07,2024-09-05,6732 Second Ave,Queens,NY,10002,4244079232,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02,6732,Second,Ave
PR_00284,4692632961,David,Sanchez,DO,"David Sanchez, DO",Pathology,9327 First Ave,,Syracuse,NY,11203,3105934005,9327 First Ave,,Syracuse,NY,11203,060NY401897,NY,2025-07-23,Unknown,True,26,Harvard Medical School,Cleveland Clinic,2025-06-14,236745629X,9327,First,Ave,9327,First,Ave,1,060NY401897,"David Sanchez, DO",David,Sanchez,Physician,60,Pathology,Expired,2022-06-15,2025-07-23,2024-04-08,9327 First Ave,Syracuse,NY,11203,3105934005,[],True,Harvard Medical School,2025-09-02,9327,First,Ave
PR_00286,912418627,Michael,Smith,MD PhD,"Michael Smith, MD PhD",Oncology,2237 Third Ave,,Syracuse,NY,11203,7188871183,3970 Central Park West,,Syracuse,NY,11203,060NY392701,NY,2023-11-27,Unknown,False,10,UCSF School of Medicine,UCLA Medical Center,2025-06-03,229081281X,2237,Third,Ave,3970,Central Park,West,1,060NY392701,"MICHAEL SMITH, MD PHD",Michael,Smith,Physician,60,Oncology,Expired,2020-08-22,2023-11-27,2023-10-26,2237 Third Ave,Syracuse,NY,11203,7188871183,[],False,UCSF School of Medicine,2025-09-02,2237,Third,Ave
PR_00287,6335331068,Ahmed,Williams,DO,"Ahmed Williams, DO",Internal Medicine,783 Columbus Ave,,Albany,NY,10002,2122146523,783 Columbus Ave,,Albany,NY,10002,060NY154961,NY,2023-01-10,Yes,True,15,Stanford University School of Medicine,Mayo Clinic,2025-06-09,205907259X,783,Columbus,Ave,783,Columbus,Ave,1,060NY154961,"Ahmed Williams, DO",Ahmed,Williams,Physician,60,Internal Medicine,Expired,2018-12-22,2023-01-10,2022-03-10,783 Columbus Ave,Albany,NY,10002,2122146523,[],True,Stanford University School of Medicine,2025-09-02,783,Columbus,Ave
PR_00289,1956252579,Mohammed,Wilson,DO PhD,"Mohammed Wilson, DO PhD",Emergency Medicine,9812 First Ave,,Brooklyn,NY,14201,7185431289,9812 First Ave,,Brooklyn,NY,14201,060NY696854,NY,2023-12-18,Unknown,False,25,Yale School of Medicine,Cleveland Clinic,2024-12-19,278848693X,9812,First,Ave,9812,First,Ave,1,060NY696854,"Mohammed Wilson, DO PhD",Mohammed,Wilson,Physician,60,Emergency Medicine,Expired,2019-07-18,2023-12-18,2023-10-15,9812 First Ave,Brooklyn,NY,14201,7185431289,[],False,Yale School of Medicine,2025-09-02,9812,First,Ave
PR_00290,7432630391,Ahmed,Smith,DO,"Ahmed Smith, DO",Pathology,2033 Lexington Ave,,Bronx,NY,11202,3109566385,2033 Lexington Ave,,Bronx,NY,11202,060NY162833,NY,2023-10-09,Yes,False,21,Harvard Medical School,UCSF Medical Center,2024-10-06,238715788X,2033,Lexington,Ave,2033,Lexington,Ave,1,060NY162833,"Ahmed Smith, DO",Ahmed,Smith,Physician,60,Pathology,Expired,2020-11-18,2023-10-09,2023-10-02,2033 Lexington Ave,Bronx,NY,11202,3109566385,[],False,Harvard Medical School,2025-09-02,2033,Lexington,Ave
PR_00292,4973471567,Jessica,Wilson,DO,"Jessica Wilson, DO",Anesthesiology,6984 Central Park West,Suite 302,Syracuse,NY,10005,2133718712,6984 Central Park West,Suite 302,Syracuse,NY,10005,060NY285006,NY,2024-05-24,No,False,33,University of Michigan Medical School,UCSF Medical Center,2025-06-15,264693042X,6984,Central Park,West,6984,Central Park,West,1,060NY285006,"Jessica Wilson, DO",Jessica,Wilson,Physician,60,Anesthesiology,Expired,2019-05-30,2024-05-24,2023-03-21,6984 Central Park West,Syracuse,NY,10005,2133718712,[],False,University of Michigan Medical School,2025-09-02,6984,Central Park,West
PR_00294,7506633709,Jennifer,White,DO PhD,"Jennifer White, DO PhD",Endocrinology,9639 Fifth Ave,,Yonkers,NY,10001,9298461462,9267 Madison Ave,,Bronx,NY,10001,060NY908735,NY,2024-12-14,Unknown,True,17,University of Michigan Medical School,Mount Sinai Hospital,2024-09-19,219779316X,9639,Fifth,Ave,9267,Madison,Ave,1,060NY908735,"Jennifer White, DO PhD",Jennifer,White,Physician,60,Endocrinology,Expired,2021-10-08,2024-12-14,2023-10-16,9639 Fifth Ave,Yonkers,NY,10001,9298461462,[],True,University of Michigan Medical School,2025-09-02,9639,Fifth,Ave
PR_00295,6264488695,Thomas,Thomas,DO,"Thomas Thomas, DO",Neurology,1513 Columbus Ave,,Yonkers,NY,11202,3479517743,1513 Columbus Ave,,Yonkers,NY,11202,060NY184251,NY,2025-11-27,Unknown,True,7,University of Michigan Medical School,UCLA Medical Center,2025-06-21,236107432X,1513,Columbus,Ave,1513,Columbus,Ave,1,060NY184251,"Thomas Thomas, DO",Thomas,Thomas,Physician,60,Neurology,Active,2019-12-27,2025-11-27,2025-02-28,1513 Columbus Ave,Yonkers,NY,11202,3479517743,[],True,University of Michigan Medical School,2025-09-02,1513,Columbus,Ave
